# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-t" "gene" "-g" "ID" "-F" "GFF" "-T" "4" "-a" "reference.gff" "-o" "counts.txt" "SRR10379726_1_trimmed.bam" "SRR10379723_1_trimmed.bam" "SRR10379725_1_trimmed.bam" "SRR10379722_1_trimmed.bam" "SRR10379724_1_trimmed.bam" "SRR10379721_1_trimmed.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10379726_1_trimmed.bam	SRR10379723_1_trimmed.bam	SRR10379725_1_trimmed.bam	SRR10379722_1_trimmed.bam	SRR10379724_1_trimmed.bam	SRR10379721_1_trimmed.bam
gene-SAOUHSC_01903	CP000253.1	1812693	1813058	+	366	22	47	202	51	149	65
gene-SAOUHSC_01904	CP000253.1	1813055	1813408	+	354	14	77	141	76	102	121
gene-SAOUHSC_01905	CP000253.1	1813964	1814788	+	825	10	259	122	243	132	293
gene-SAOUHSC_01906	CP000253.1	1814821	1815429	+	609	30	92	20	72	77	123
gene-SAOUHSC_01907	CP000253.1	1815492	1816325	-	834	1100	600	2926	1127	2146	1297
gene-SAOUHSC_01908	CP000253.1	1816537	1817445	-	909	576	6733	11695	7730	10554	9618
gene-SAOUHSC_01909	CP000253.1	1817570	1818763	-	1194	2798	7263	11362	7001	9276	9156
gene-SAOUHSC_01910	CP000253.1	1819134	1820726	+	1593	5765	24487	38694	40187	32767	39105
gene-SAOUHSC_01911	CP000253.1	1820862	1821347	-	486	92	745	2087	876	1295	935
gene-SAOUHSC_01912	CP000253.1	1821722	1822468	-	747	121	589	346	661	494	972
gene-SAOUHSC_01913	CP000253.1	1822473	1822946	-	474	17	159	144	184	120	215
gene-SAOUHSC_01914	CP000253.1	1823012	1823269	+	258	216	579	1843	690	1468	933
gene-SAOUHSC_01915	CP000253.1	1823266	1824267	-	1002	177	570	792	638	850	978
gene-SAOUHSC_01916	CP000253.1	1824272	1825750	-	1479	305	549	993	682	994	995
gene-SAOUHSC_01917	CP000253.1	1825909	1826364	-	456	5	379	116	330	97	527
gene-SAOUHSC_01918	CP000253.1	1826667	1827317	+	651	1177	8971	9209	14722	11361	11141
gene-SAOUHSC_01919	CP000253.1	1827398	1828393	+	996	1833	14248	8912	21725	14280	17879
gene-SAOUHSC_01920	CP000253.1	1828469	1829095	+	627	27	334	389	359	474	427
gene-SAOUHSC_01921	CP000253.1	1829136	1829480	+	345	6	161	129	166	224	249
gene-SAOUHSC_01922	CP000253.1	1829578	1830129	+	552	37	357	386	329	397	552
gene-SAOUHSC_01923	CP000253.1	1830347	1830988	-	642	24	107	259	71	265	117
gene-SAOUHSC_01924	CP000253.1	1831102	1831287	-	186	2	19	35	17	21	47
gene-SAOUHSC_01925	CP000253.1	1831289	1831465	-	177	35	28	29	24	31	26
gene-SAOUHSC_01926	CP000253.1	1831476	1831859	-	384	167	309	785	335	341	407
gene-SAOUHSC_01927	CP000253.1	1832051	1832260	-	210	14	145	204	125	176	166
gene-SAOUHSC_01928	CP000253.1	1832463	1832606	-	144	7	141	289	187	156	228
gene-SAOUHSC_01929	CP000253.1	1833027	1833128	+	102	4	427	240	415	290	580
gene-SAOUHSC_01930	CP000253.1	1833476	1833835	-	360	55	512	711	241	454	410
gene-SAOUHSC_01931	CP000253.1	1834373	1838485	-	4113	222	706	1328	465	1113	797
gene-SAOUHSC_01932	CP000253.1	1839335	1840534	-	1200	430	580	1687	553	1315	900
gene-SAOUHSC_01933	CP000253.1	1840527	1842266	-	1740	615	483	1784	571	1643	844
gene-SAOUHSC_01934	CP000253.1	1842247	1842381	-	135	3	13	6	6	6	23
gene-SAOUHSC_01935	CP000253.1	1842446	1843165	-	720	113	667	415	692	317	1558
gene-SAOUHSC_01936	CP000253.1	1843316	1844032	-	717	81	417	348	489	273	894
gene-SAOUHSC_01937	CP000253.1	1844134	1844241	+	108	2	6	6	0	3	8
gene-SAOUHSC_01938	CP000253.1	1844190	1844909	-	720	201	510	504	606	302	1134
gene-SAOUHSC_01939	CP000253.1	1845030	1845749	-	720	146	618	684	783	406	1277
gene-SAOUHSC_01941	CP000253.1	1845807	1846529	-	723	176	614	975	687	446	1192
gene-SAOUHSC_01942	CP000253.1	1846654	1847361	-	708	174	566	792	688	455	1261
gene-SAOUHSC_01943	CP000253.1	1847797	1848015	-	219	8	56	91	52	66	63
gene-SAOUHSC_01944	CP000253.1	1848325	1848891	+	567	101	577	743	549	997	992
gene-SAOUHSC_01945	CP000253.1	1849365	1850063	-	699	216	536	2316	565	1333	682
gene-SAOUHSC_01947	CP000253.1	1850060	1850821	-	762	598	380	1361	562	1403	593
gene-SAOUHSC_01948	CP000253.1	1850818	1851510	-	693	455	812	3182	1330	2690	1196
gene-SAOUHSC_01949	CP000253.1	1851533	1852906	-	1374	204	693	1742	980	1358	1224
gene-SAOUHSC_01950	CP000253.1	1852916	1853434	-	519	6	51	47	47	45	72
gene-SAOUHSC_01951	CP000253.1	1853450	1854694	-	1245	25	235	265	193	208	382
gene-SAOUHSC_01952	CP000253.1	1854687	1857680	-	2994	39	522	686	443	511	754
gene-SAOUHSC_01953	CP000253.1	1857745	1857888	-	144	6	189	170	265	188	415
gene-SAOUHSC_01954	CP000253.1	1859010	1859993	-	984	38	407	337	443	305	637
gene-SAOUHSC_01955	CP000253.1	1859995	1860900	-	906	15	301	183	306	188	450
gene-SAOUHSC_01956	CP000253.1	1861729	1862268	+	540	24	594	300	544	359	685
gene-SAOUHSC_01957	CP000253.1	1862281	1863069	+	789	471	1546	4801	1396	2816	1948
gene-SAOUHSC_T00050	CP000253.1	1864312	1864400	-	89	163	82	173	124	231	157
gene-SAOUHSC_T00019	CP000253.1	1864455	1864526	-	72	658	436	184	584	538	743
gene-SAOUHSC_T0009	CP000253.1	1864528	1864602	-	75	151	196	37	233	190	311
gene-SAOUHSC_T00022	CP000253.1	1864617	1864690	-	74	160	328	82	371	294	440
gene-SAOUHSC_T00026	CP000253.1	1864706	1864781	-	76	648	895	475	878	838	1262
gene-SAOUHSC_T00042	CP000253.1	1864795	1864867	-	73	478	793	755	822	945	1022
gene-SAOUHSC_T00012	CP000253.1	1864884	1864959	-	76	151	84	94	108	173	154
gene-SAOUHSC_T00038	CP000253.1	1864981	1865054	-	74	546	199	245	258	498	311
gene-SAOUHSC_01958	CP000253.1	1865526	1866080	-	555	493	564	2122	726	1510	797
gene-SAOUHSC_01959	CP000253.1	1866174	1866401	+	228	437	1054	1352	895	942	1315
gene-SAOUHSC_01960	CP000253.1	1866403	1867803	-	1401	1212	4298	6375	5155	5089	5605
gene-SAOUHSC_01961	CP000253.1	1867827	1868750	-	924	991	1987	3817	2669	2983	2744
gene-SAOUHSC_01962	CP000253.1	1868808	1869845	-	1038	588	2114	4824	2687	3329	2832
gene-SAOUHSC_01963	CP000253.1	1869835	1869945	-	111	3	3	2	0	3	1
gene-SAOUHSC_01964	CP000253.1	1870108	1870611	+	504	697	1729	19046	2979	13822	3265
gene-SAOUHSC_01966	CP000253.1	1870735	1871958	-	1224	791	1755	6355	1761	5163	2688
gene-SAOUHSC_01967	CP000253.1	1871951	1872691	-	741	460	914	4035	1265	4000	1641
gene-SAOUHSC_01968	CP000253.1	1872825	1873247	+	423	197	1965	5470	2236	4528	2685
gene-SAOUHSC_01969	CP000253.1	1873389	1873754	+	366	15918	6137	34069	8680	34288	10031
gene-SAOUHSC_01971	CP000253.1	1874487	1875044	+	558	42	111	471	124	539	163
gene-SAOUHSC_01972	CP000253.1	1875249	1876211	+	963	1935	50036	15321	39548	10441	53955
gene-SAOUHSC_01973	CP000253.1	1876332	1877273	-	942	2101	6203	12769	6110	10943	8675
gene-SAOUHSC_01974	CP000253.1	1877270	1880206	-	2937	3630	10948	27670	11022	23460	14439
gene-SAOUHSC_01975	CP000253.1	1880196	1881392	-	1197	1092	2374	12728	2748	10818	3283
gene-SAOUHSC_01976	CP000253.1	1881683	1881781	-	99	2	50	26	61	23	76
gene-SAOUHSC_01977	CP000253.1	1882164	1882508	-	345	846	4931	11910	6279	10651	8073
gene-SAOUHSC_01978	CP000253.1	1882577	1883701	-	1125	288	2621	3639	2469	3369	3656
gene-SAOUHSC_01979	CP000253.1	1883880	1884344	-	465	85	1044	1193	1188	1126	1569
gene-SAOUHSC_01980	CP000253.1	1884700	1885323	-	624	117	647	2487	745	2002	964
gene-SAOUHSC_01981	CP000253.1	1885345	1886457	-	1113	303	1295	3694	1633	3544	2058
gene-SAOUHSC_01982	CP000253.1	1886620	1887441	+	822	933	1696	5239	2503	5329	2809
gene-SAOUHSC_01983	CP000253.1	1887904	1889289	-	1386	2962	2237	10307	3387	9941	3999
gene-SAOUHSC_01984	CP000253.1	1889485	1889880	-	396	46	335	651	314	757	407
gene-SAOUHSC_01985	CP000253.1	1889999	1890361	+	363	271	331	780	393	664	490
gene-SAOUHSC_01986	CP000253.1	1890657	1890809	-	153	1048	3781	8451	4543	10079	6205
gene-SAOUHSC_01987	CP000253.1	1890834	1891433	-	600	3784	10525	28345	14709	29435	16800
gene-SAOUHSC_01988	CP000253.1	1891592	1892062	-	471	311	743	1548	832	1156	973
gene-SAOUHSC_01989	CP000253.1	1892067	1893209	-	1143	739	1694	3841	1860	2965	2161
gene-SAOUHSC_01990	CP000253.1	1893345	1894073	-	729	360	1596	1460	1229	655	1878
gene-SAOUHSC_01991	CP000253.1	1894060	1895517	-	1458	156	1841	1901	1492	597	2117
gene-SAOUHSC_01992	CP000253.1	1895775	1896836	-	1062	665	2433	3887	2598	3750	2690
gene-SAOUHSC_01993	CP000253.1	1897329	1898531	+	1203	36	1352	635	1335	784	1551
gene-SAOUHSC_T00031	CP000253.1	1898905	1898988	-	84	6919	1550	3214	1945	4289	2934
gene-SAOUHSC_T00023	CP000253.1	1899205	1899279	-	75	1325	3881	1495	2834	1845	4437
gene-SAOUHSC_T00015	CP000253.1	1899287	1899360	-	74	125	377	152	479	286	597
gene-SAOUHSC_T00016	CP000253.1	1899366	1899437	-	72	353	1060	173	1222	967	1711
gene-SAOUHSC_T00027	CP000253.1	1899449	1899521	-	73	986	1513	346	2072	1173	2491
gene-SAOUHSC_T00056	CP000253.1	1899524	1899597	-	74	500	849	376	1372	532	1352
gene-SAOUHSC_T00057	CP000253.1	1899613	1899693	-	81	1040	1689	2726	1665	1489	2036
gene-SAOUHSC_T00054	CP000253.1	1899699	1899774	-	76	191	1344	629	1794	512	1784
gene-SAOUHSC_T00043	CP000253.1	1899782	1899854	-	73	0	0	0	0	0	0
gene-SAOUHSC_A01909	CP000253.1	1899812	1899976	+	165	0	0	0	0	0	0
gene-SAOUHSC_T00013	CP000253.1	1899873	1899948	-	76	0	0	0	0	0	0
gene-SAOUHSC_T00039	CP000253.1	1899958	1900031	-	74	566	837	118	986	519	1637
gene-SAOUHSC_T00051	CP000253.1	1900046	1900138	-	93	496	2606	319	3334	1113	3834
gene-SAOUHSC_A01910	CP000253.1	1900176	1900424	+	249	0	0	0	0	0	0
gene-SAOUHSC_T00014	CP000253.1	1900177	1900252	-	76	0	0	0	0	0	0
gene-SAOUHSC_T00052	CP000253.1	1900263	1900352	-	90	0	0	0	0	0	0
gene-SAOUHSC_T00040	CP000253.1	1900362	1900435	-	74	0	0	0	0	0	0
gene-SAOUHSC_T00041	CP000253.1	1900461	1900537	-	77	1664	5585	1780	3631	2474	6914
gene-SAOUHSC_T0002	CP000253.1	1900559	1900634	-	76	192	615	216	565	299	941
gene-SAOUHSC_T00045	CP000253.1	1900652	1900725	-	74	340	518	607	499	445	777
gene-SAOUHSC_T0007	CP000253.1	1900735	1900808	-	74	1156	2459	889	5638	1975	4235
gene-SAOUHSC_T00032	CP000253.1	1900827	1900915	-	89	122	381	104	676	439	728
gene-SAOUHSC_T00024	CP000253.1	1900926	1901000	-	75	9	69	12	54	30	68
gene-SAOUHSC_T00033	CP000253.1	1901004	1901085	-	82	1203	1326	61	2434	1822	3106
gene-SAOUHSC_T00036	CP000253.1	1901089	1901164	-	76	397	477	176	1181	437	968
gene-SAOUHSC_T00055	CP000253.1	1901170	1901245	-	76	181	369	118	212	276	746
gene-SAOUHSC_T00060	CP000253.1	1901262	1901337	-	76	1	9	3	11	4	12
gene-SAOUHSC_R00013	CP000253.1	1901349	1901463	-	115	6	0	0	4	4	10
gene-SAOUHSC_R0008	CP000253.1	1901536	1904457	-	2922	2512	762	918	2595	1290	1797
gene-SAOUHSC_T0003	CP000253.1	1904671	1904746	-	76	513	1863	558	1420	660	3914
gene-SAOUHSC_A01912	CP000253.1	1904764	1904943	+	180	0	0	0	0	0	0
gene-SAOUHSC_T00028	CP000253.1	1904765	1904841	-	77	0	0	0	0	0	0
gene-SAOUHSC_R0003	CP000253.1	1904931	1906485	-	1555	932	91	314	220	490	400
gene-SAOUHSC_01997	CP000253.1	1907224	1907670	-	447	1880	23116	36274	23309	26328	30780
gene-SAOUHSC_01998	CP000253.1	1907767	1908717	-	951	428	2818	6811	2218	4323	3192
gene-SAOUHSC_01999	CP000253.1	1908723	1909178	-	456	183	1140	4067	997	2194	1409
gene-SAOUHSC_02000	CP000253.1	1909373	1910548	+	1176	1530	7342	4099	5274	3636	7302
gene-SAOUHSC_02001	CP000253.1	1910892	1911935	+	1044	951	11452	9672	8043	6731	11457
gene-SAOUHSC_02002	CP000253.1	1912025	1912117	-	93	9	110	112	115	114	162
gene-SAOUHSC_02003	CP000253.1	1912126	1913862	-	1737	804	5714	5846	8241	4622	7779
gene-SAOUHSC_02004	CP000253.1	1914153	1914695	-	543	818	9319	3833	6769	3455	9130
gene-SAOUHSC_02005	CP000253.1	1914997	1916034	-	1038	265	2713	2726	2284	2103	3027
gene-SAOUHSC_02006	CP000253.1	1916186	1917163	+	978	1465	10834	7279	11388	7332	15074
gene-SAOUHSC_02007	CP000253.1	1917267	1917497	+	231	89	497	542	249	450	580
gene-SAOUHSC_02008	CP000253.1	1917424	1918260	-	837	123	951	1638	506	1419	1013
gene-SAOUHSC_02009	CP000253.1	1918269	1919786	-	1518	701	1704	5609	1482	4506	2128
gene-SAOUHSC_02010	CP000253.1	1919801	1920091	-	291	193	308	2007	280	1221	407
gene-SAOUHSC_02011	CP000253.1	1920093	1920911	-	819	193	518	2754	541	1560	710
gene-SAOUHSC_02012	CP000253.1	1921172	1921981	-	810	825	18782	11614	17165	7937	19610
gene-SAOUHSC_02013	CP000253.1	1922322	1922837	-	516	2630	4795	14748	6323	14930	6688
gene-SAOUHSC_02014	CP000253.1	1922968	1923129	-	162	36	511	796	468	769	584
gene-SAOUHSC_02015	CP000253.1	1923456	1923557	+	102	0	0	0	0	0	0
gene-SAOUHSC_02016	CP000253.1	1923883	1924083	-	201	0	0	0	0	0	0
gene-SAOUHSC_02017	CP000253.1	1924070	1924180	-	111	0	0	0	0	0	0
gene-SAOUHSC_02018	CP000253.1	1924251	1924403	-	153	0	0	0	0	0	0
gene-SAOUHSC_02019	CP000253.1	1924647	1926092	-	1446	0	0	0	0	0	0
gene-SAOUHSC_02020	CP000253.1	1926073	1926510	-	438	0	0	0	0	0	0
gene-SAOUHSC_02021	CP000253.1	1926566	1926961	-	396	0	0	0	0	0	0
gene-SAOUHSC_02022	CP000253.1	1926967	1928139	-	1173	0	0	0	0	0	0
gene-SAOUHSC_02023	CP000253.1	1928152	1930050	-	1899	0	0	0	0	0	0
gene-SAOUHSC_02025	CP000253.1	1930187	1930486	-	300	0	0	0	0	0	0
gene-SAOUHSC_02026	CP000253.1	1930526	1930699	-	174	0	0	0	0	0	0
gene-SAOUHSC_02027	CP000253.1	1930703	1931080	-	378	0	0	0	0	0	0
gene-SAOUHSC_02028	CP000253.1	1931080	1932903	-	1824	0	0	0	0	0	0
gene-SAOUHSC_02029	CP000253.1	1932903	1934813	-	1911	0	0	0	0	0	0
gene-SAOUHSC_02030	CP000253.1	1934828	1936729	-	1902	0	0	0	0	0	0
gene-SAOUHSC_02031	CP000253.1	1936738	1937685	-	948	0	0	0	0	0	0
gene-SAOUHSC_02033	CP000253.1	1937698	1941165	-	3468	0	0	0	0	0	0
gene-SAOUHSC_02034	CP000253.1	1941182	1941526	-	345	0	0	0	0	0	0
gene-SAOUHSC_02035	CP000253.1	1941556	1941921	-	366	0	0	0	0	0	0
gene-SAOUHSC_02036	CP000253.1	1941983	1942564	-	582	0	0	0	0	0	0
gene-SAOUHSC_02037	CP000253.1	1942583	1942966	-	384	0	0	0	0	0	0
gene-SAOUHSC_02038	CP000253.1	1942978	1943325	-	348	0	0	0	0	0	0
gene-SAOUHSC_02040	CP000253.1	1943325	1943627	-	303	0	0	0	0	0	0
gene-SAOUHSC_02041	CP000253.1	1943624	1943956	-	333	0	0	0	0	0	0
gene-SAOUHSC_02042	CP000253.1	1943965	1944252	-	288	0	0	0	0	0	0
gene-SAOUHSC_02043	CP000253.1	1944274	1945248	-	975	0	0	0	0	0	0
gene-SAOUHSC_02044	CP000253.1	1945262	1945882	-	621	0	0	0	0	0	0
gene-SAOUHSC_02046	CP000253.1	1945991	1946161	-	171	0	0	0	0	0	0
gene-SAOUHSC_02047	CP000253.1	1946234	1947229	-	996	0	0	0	0	0	0
gene-SAOUHSC_02048	CP000253.1	1947236	1948771	-	1536	0	0	0	0	0	0
gene-SAOUHSC_02049	CP000253.1	1948782	1950059	-	1278	0	0	0	0	0	0
gene-SAOUHSC_02050	CP000253.1	1950046	1950486	-	441	0	0	0	0	0	0
gene-SAOUHSC_02051	CP000253.1	1950673	1951095	-	423	0	0	0	0	0	0
gene-SAOUHSC_02052	CP000253.1	1951119	1951265	-	147	0	0	0	0	0	0
gene-SAOUHSC_02053	CP000253.1	1951266	1951454	-	189	0	0	0	0	0	0
gene-SAOUHSC_02054	CP000253.1	1951442	1951642	-	201	0	0	0	0	0	0
gene-SAOUHSC_02055	CP000253.1	1951617	1951805	-	189	0	0	0	0	0	0
gene-SAOUHSC_02056	CP000253.1	1951802	1952047	-	246	0	0	0	0	0	0
gene-SAOUHSC_02057	CP000253.1	1952084	1952620	-	537	0	0	0	0	0	0
gene-SAOUHSC_02058	CP000253.1	1952586	1952828	-	243	0	0	0	0	0	0
gene-SAOUHSC_02059	CP000253.1	1952825	1953070	-	246	0	0	0	0	0	0
gene-SAOUHSC_02060	CP000253.1	1953085	1953333	-	249	0	0	0	0	0	0
gene-SAOUHSC_02061	CP000253.1	1953334	1953693	-	360	0	0	0	0	0	0
gene-SAOUHSC_02062	CP000253.1	1953694	1953963	-	270	0	0	0	0	0	0
gene-SAOUHSC_02063	CP000253.1	1953964	1954149	-	186	0	0	0	0	0	0
gene-SAOUHSC_02064	CP000253.1	1954154	1954558	-	405	0	0	0	0	0	0
gene-SAOUHSC_02065	CP000253.1	1954569	1954790	-	222	0	0	0	0	0	0
gene-SAOUHSC_02066	CP000253.1	1954794	1955009	-	216	0	0	0	0	0	0
gene-SAOUHSC_02067	CP000253.1	1955006	1956247	-	1242	0	0	0	0	0	0
gene-SAOUHSC_02068	CP000253.1	1956244	1956600	-	357	0	0	0	0	0	0
gene-SAOUHSC_02069	CP000253.1	1956600	1957406	-	807	0	0	0	0	0	0
gene-SAOUHSC_02070	CP000253.1	1957378	1958070	-	693	0	0	0	0	0	0
gene-SAOUHSC_02071	CP000253.1	1958083	1958583	-	501	0	0	0	0	0	0
gene-SAOUHSC_02072	CP000253.1	1958667	1959446	-	780	0	0	0	0	0	0
gene-SAOUHSC_02073	CP000253.1	1959447	1959983	-	537	0	0	0	0	0	0
gene-SAOUHSC_02074	CP000253.1	1959996	1960316	-	321	0	0	0	0	0	0
gene-SAOUHSC_02075	CP000253.1	1960237	1960566	-	330	0	0	0	0	0	0
gene-SAOUHSC_02076	CP000253.1	1960656	1960817	-	162	0	0	0	0	0	0
gene-SAOUHSC_02077	CP000253.1	1960810	1961094	-	285	0	0	0	0	0	0
gene-SAOUHSC_02078	CP000253.1	1961045	1961494	-	450	0	0	0	0	0	0
gene-SAOUHSC_02079	CP000253.1	1961536	1961760	-	225	0	0	0	0	0	0
gene-SAOUHSC_02080	CP000253.1	1961761	1962552	-	792	0	0	0	0	0	0
gene-SAOUHSC_02081	CP000253.1	1962709	1963017	-	309	0	0	0	0	0	0
gene-SAOUHSC_02083	CP000253.1	1963032	1963250	-	219	0	0	0	0	0	0
gene-SAOUHSC_02084	CP000253.1	1963392	1964111	+	720	0	0	0	0	0	0
gene-SAOUHSC_02085	CP000253.1	1964181	1964348	+	168	0	0	0	0	0	0
gene-SAOUHSC_02086	CP000253.1	1964508	1964693	+	186	0	0	0	0	0	0
gene-SAOUHSC_02087	CP000253.1	1964729	1965634	+	906	0	0	0	0	0	0
gene-SAOUHSC_02088	CP000253.1	1965571	1965771	-	201	0	0	0	0	0	0
gene-SAOUHSC_02089	CP000253.1	1965883	1966929	+	1047	0	0	0	0	0	0
gene-SAOUHSC_02090	CP000253.1	1966974	1968119	+	1146	440	4425	4058	3588	3363	4849
gene-SAOUHSC_02091	CP000253.1	1968379	1968909	-	531	1889	3905	12253	3358	7257	4610
gene-SAOUHSC_02092	CP000253.1	1968999	1970255	-	1257	1879	5008	13462	4331	10089	6114
gene-SAOUHSC_02093	CP000253.1	1970258	1970458	-	201	72	470	1358	225	677	446
gene-SAOUHSC_02095	CP000253.1	1970605	1971069	+	465	15985	7118	76889	9128	38680	9207
gene-SAOUHSC_02096	CP000253.1	1971076	1971351	+	276	3622	6044	27621	6832	27392	7755
gene-SAOUHSC_02097	CP000253.1	1971629	1972846	+	1218	2843	4497	22024	5075	22624	5850
gene-SAOUHSC_02098	CP000253.1	1972962	1973591	-	630	620	14909	4946	12540	3853	15889
gene-SAOUHSC_02099	CP000253.1	1973581	1974624	-	1044	385	19215	5969	14243	4938	19157
gene-SAOUHSC_02100	CP000253.1	1974621	1975322	-	702	130	3993	2095	3480	1662	4443
gene-SAOUHSC_02101	CP000253.1	1975337	1975723	-	387	24	1807	1832	1208	730	1487
gene-SAOUHSC_02102	CP000253.1	1975940	1976698	-	759	534	2383	2998	2172	3625	3256
gene-SAOUHSC_A02013	CP000253.1	1976772	1976960	-	189	412	146	378	170	426	214
gene-SAOUHSC_02103	CP000253.1	1977226	1978212	+	987	40	685	618	481	689	804
gene-SAOUHSC_02104	CP000253.1	1978643	1979056	-	414	13	92	105	48	75	102
gene-SAOUHSC_02105	CP000253.1	1979085	1979195	-	111	4	77	12	84	34	108
gene-SAOUHSC_02106	CP000253.1	1979281	1980012	-	732	405	8744	2914	5678	3000	8094
gene-SAOUHSC_02107	CP000253.1	1980014	1981327	-	1314	865	11253	4952	8550	5294	10817
gene-SAOUHSC_02108	CP000253.1	1981619	1982119	+	501	1111	32991	19106	29922	24861	40136
gene-SAOUHSC_02109	CP000253.1	1982201	1982293	-	93	5	1128	184	1186	336	1336
gene-SAOUHSC_02110	CP000253.1	1982508	1983062	+	555	114	5014	1805	6253	2469	6834
gene-SAOUHSC_02111	CP000253.1	1983130	1984170	-	1041	425	2723	1517	3907	1892	3584
gene-SAOUHSC_02112	CP000253.1	1984447	1984977	-	531	235	3485	2194	2972	1997	3362
gene-SAOUHSC_02113	CP000253.1	1985147	1986508	-	1362	337	4611	3327	5399	3047	5617
gene-SAOUHSC_02114	CP000253.1	1986589	1987536	-	948	979	12018	5139	9891	5516	14891
gene-SAOUHSC_02115	CP000253.1	1988119	1988265	-	147	0	9	2	8	2	7
gene-SAOUHSC_02116	CP000253.1	1988305	1989732	-	1428	6094	13360	26003	12837	20446	16881
gene-SAOUHSC_02117	CP000253.1	1989745	1991202	-	1458	2270	5087	8922	5495	9514	7138
gene-SAOUHSC_02118	CP000253.1	1991204	1991506	-	303	103	462	1574	578	1103	722
gene-SAOUHSC_02119	CP000253.1	1991873	1993411	+	1539	2932	4494	10275	4613	8472	5507
gene-SAOUHSC_02121	CP000253.1	1993500	1994699	-	1200	1582	5411	10788	4946	8350	7098
gene-SAOUHSC_02122	CP000253.1	1994712	1996715	-	2004	1559	5666	9609	5210	7582	7347
gene-SAOUHSC_02123	CP000253.1	1996719	1998911	-	2193	1675	4217	6748	4147	5601	5818
gene-SAOUHSC_02124	CP000253.1	1998908	1999600	-	693	170	759	1643	815	1422	1097
gene-SAOUHSC_02125	CP000253.1	1999772	2000074	-	303	273	1642	1694	1521	2446	2423
gene-SAOUHSC_02126	CP000253.1	2000183	2001478	-	1296	551	3003	3066	2465	3525	4016
gene-SAOUHSC_02127	CP000253.1	2002339	2003505	+	1167	173	2231	526	1094	466	2671
gene-SAOUHSC_02129	CP000253.1	2003536	2003862	+	327	33	1060	268	268	199	868
gene-SAOUHSC_02130	CP000253.1	2004154	2004327	-	174	317	702	597	705	885	1017
gene-SAOUHSC_02131	CP000253.1	2004308	2004910	-	603	349	1600	2967	1599	2359	2168
gene-SAOUHSC_02132	CP000253.1	2005181	2006002	-	822	344	1588	4230	1344	2602	1984
gene-SAOUHSC_02133	CP000253.1	2005995	2007437	-	1443	675	1191	3863	1040	2111	1486
gene-SAOUHSC_02134	CP000253.1	2007648	2008724	+	1077	804	799	2863	895	2224	1227
gene-SAOUHSC_02135	CP000253.1	2008744	2009538	+	795	325	795	2950	768	2107	1148
gene-SAOUHSC_02136	CP000253.1	2009610	2009717	+	108	77	528	576	625	370	794
gene-SAOUHSC_02137	CP000253.1	2009728	2011290	-	1563	1622	3055	6272	3481	4464	4080
gene-SAOUHSC_02138	CP000253.1	2011495	2012592	-	1098	694	509	2287	594	2245	717
gene-SAOUHSC_02139	CP000253.1	2012964	2013524	+	561	1896	6353	23346	7331	13983	9471
gene-SAOUHSC_02140	CP000253.1	2013577	2014506	+	930	3081	16011	25780	17240	26675	23434
gene-SAOUHSC_02141	CP000253.1	2014701	2014874	-	174	11	12	30	16	13	17
gene-SAOUHSC_02142	CP000253.1	2014926	2016305	+	1380	1457	1660	15344	2462	9397	3001
gene-SAOUHSC_02143	CP000253.1	2016425	2017453	-	1029	547	3674	6301	5033	5489	4495
gene-SAOUHSC_02144	CP000253.1	2017723	2018124	+	402	331	2852	1392	4136	1480	4009
gene-SAOUHSC_02145	CP000253.1	2018697	2018870	-	174	379	1439	3455	876	3188	1371
gene-SAOUHSC_02146	CP000253.1	2019321	2020361	+	1041	223	529	2041	558	1229	755
gene-SAOUHSC_02147	CP000253.1	2020418	2021260	-	843	326	3488	4860	3108	3676	4460
gene-SAOUHSC_02148	CP000253.1	2021257	2021739	-	483	143	706	1690	605	1362	882
gene-SAOUHSC_02149	CP000253.1	2021874	2022398	-	525	153	332	1862	354	1174	513
gene-SAOUHSC_02150	CP000253.1	2022519	2023082	+	564	976	1798	8391	2536	6877	3439
gene-SAOUHSC_02151	CP000253.1	2023148	2023888	-	741	132	1169	1282	771	1203	1640
gene-SAOUHSC_02152	CP000253.1	2023888	2024760	-	873	398	4168	2375	3346	2484	7144
gene-SAOUHSC_02153	CP000253.1	2024757	2025437	-	681	43	999	530	479	692	1100
gene-SAOUHSC_02154	CP000253.1	2025438	2026334	-	897	157	3489	1237	3169	1816	5975
gene-SAOUHSC_02155	CP000253.1	2026331	2026711	-	381	137	1576	607	1411	772	2643
gene-SAOUHSC_02156	CP000253.1	2026970	2027146	-	177	17	205	94	126	141	233
gene-SAOUHSC_02157	CP000253.1	2027389	2027487	-	99	76	601	104	769	143	1200
gene-SAOUHSC_02158	CP000253.1	2027687	2028973	+	1287	1192	5995	15284	5865	12017	7784
gene-SAOUHSC_02160	CP000253.1	2029297	2029587	-	291	112	567	732	669	841	1424
gene-SAOUHSC_02161	CP000253.1	2029598	2031352	-	1755	402	3202	5493	3821	6055	7577
gene-SAOUHSC_02163	CP000253.1	2031741	2031938	+	198	172	759	5916	1184	3417	1770
gene-SAOUHSC_02164	CP000253.1	2032310	2032489	+	180	0	0	0	0	0	0
gene-SAOUHSC_02165	CP000253.1	2032569	2032724	-	156	0	0	0	0	0	0
